AU01_r;AU02_r;AU04_r;AU05_r;AU06_r;AU07_r;AU09_r;AU10_r;AU12_r;AU14_r;AU15_r;AU17_r;AU20_r;AU23_r;AU25_r;AU26_r;AU45_r;AU01_c;AU02_c;AU04_c;AU05_c;AU06_c;AU07_c;AU09_c;AU10_c;AU12_c;AU14_c;AU15_c;AU17_c;AU20_c;AU23_c;AU25_c;AU26_c;AU28_c;AU45_c
0.0;0.0;1.73;0.0;1.19;2.38;0.0;1.54;0.0;1.09;0.0;0.09;0.0;0.0;0.0;0.0;1.18;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.01;1.85;0.0;1.27;2.75;0.0;1.56;0.0;0.88;0.0;0.11;0.0;0.0;0.0;0.0;0.68;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.01;1.96;0.0;1.39;3.14;0.0;1.7;0.0;0.73;0.0;0.17;0.0;0.0;0.0;0.0;0.34;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.01;2.02;0.0;1.47;3.27;0.0;1.86;0.0;0.69;0.02;0.19;0.0;0.0;0.0;0.0;0.21;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.13;0.0;1.52;3.43;0.0;1.9;0.0;0.7;0.02;0.2;0.0;0.0;0.0;0.0;0.15;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.21;0.0;1.49;3.44;0.0;1.89;0.0;0.77;0.02;0.12;0.0;0.0;0.0;0.0;0.13;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.29;0.0;1.49;3.49;0.0;1.89;0.0;0.75;0.0;0.04;0.0;0.0;0.0;0.0;0.05;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.01;0.0;2.26;0.0;1.49;3.5;0.0;1.95;0.0;0.82;0.0;0.05;0.0;0.0;0.0;0.0;0.11;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.05;0.0;2.19;0.0;1.49;3.5;0.0;1.96;0.0;0.84;0.0;0.11;0.0;0.0;0.0;0.0;0.07;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.07;0.01;2.1;0.05;1.41;3.44;0.0;1.96;0.0;0.92;0.07;0.32;0.0;0.0;0.0;0.06;0.25;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.14;0.01;1.98;0.05;1.25;2.79;0.0;1.87;0.0;0.86;0.24;0.43;0.0;0.0;0.0;0.06;0.98;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.13;0.01;1.86;0.17;1.07;2.12;0.0;1.79;0.0;0.81;0.4;0.5;0.0;0.0;0.0;0.06;1.78;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.14;0.0;1.79;0.25;0.97;1.54;0.0;1.78;0.0;0.75;0.35;0.39;0.0;0.0;0.0;0.0;2.41;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.07;0.0;1.81;0.31;0.95;1.64;0.0;1.8;0.0;0.83;0.18;0.26;0.0;0.0;0.0;0.02;2.25;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.03;0.0;1.95;0.33;1.02;1.79;0.0;1.87;0.0;0.98;0.02;0.13;0.0;0.0;0.0;0.05;1.85;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.01;2.2;0.32;1.13;2.23;0.0;1.81;0.0;1.09;0.0;0.04;0.0;0.0;0.12;0.12;1.35;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.04;2.44;0.3;1.34;2.66;0.0;1.8;0.0;1.21;0.0;0.0;0.0;0.0;0.21;0.22;1.03;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.11;2.55;0.21;1.55;3.12;0.0;1.76;0.0;1.28;0.0;0.0;0.0;0.0;0.35;0.35;0.74;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.19;2.52;0.1;1.76;3.46;0.0;1.72;0.0;1.37;0.0;0.0;0.0;0.0;0.42;0.43;0.45;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.24;2.47;0.05;1.91;3.67;0.0;1.69;0.0;1.5;0.0;0.0;0.0;0.0;0.47;0.41;0.24;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.02;0.27;2.42;0.03;2.04;3.82;0.0;1.66;0.0;1.62;0.0;0.0;0.0;0.0;0.44;0.27;0.16;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.08;0.23;2.37;0.01;2.14;3.77;0.0;1.74;0.0;1.71;0.0;0.02;0.05;0.0;0.24;0.1;0.12;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.13;0.15;2.35;0.0;2.22;3.62;0.0;1.81;0.0;1.83;0.0;0.16;0.05;0.0;0.11;0.02;0.03;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.12;0.05;2.43;0.0;2.3;3.56;0.0;1.9;0.0;1.84;0.03;0.4;0.05;0.03;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.09;0.0;2.49;0.0;2.3;3.45;0.0;1.95;0.0;1.74;0.21;0.71;0.0;0.06;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.09;0.01;2.56;0.0;2.28;3.52;0.0;1.97;0.0;1.62;0.41;0.91;0.0;0.09;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.2;0.03;2.56;0.0;2.2;3.61;0.02;2.06;0.0;1.53;0.56;0.93;0.0;0.06;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.21;0.03;2.7;0.0;2.13;3.73;0.02;2.11;0.0;1.52;0.55;0.68;0.0;0.03;0.03;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.25;0.02;2.67;0.0;2.02;3.81;0.02;2.21;0.0;1.48;0.41;0.36;0.0;0.0;0.37;0.18;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.19;0.0;2.68;0.0;1.89;3.78;0.03;2.18;0.0;1.49;0.25;0.17;0.0;0.0;0.71;0.45;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.19;0.0;2.63;0.0;1.79;3.98;0.05;2.22;0.0;1.4;0.11;0.11;0.0;0.0;0.99;0.68;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.12;0.0;2.67;0.0;1.73;4.05;0.06;2.21;0.0;1.4;0.11;0.15;0.0;0.0;0.93;0.75;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.09;0.0;2.66;0.0;1.69;4.09;0.03;2.21;0.0;1.34;0.09;0.21;0.0;0.0;0.91;0.74;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.1;0.0;2.67;0.0;1.71;3.87;0.02;2.17;0.0;1.41;0.14;0.3;0.0;0.0;0.74;0.68;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.16;0.01;2.68;0.0;1.82;3.73;0.02;2.13;0.0;1.32;0.19;0.32;0.01;0.0;0.54;0.46;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.15;0.01;2.71;0.0;1.95;3.67;0.05;2.17;0.0;1.35;0.28;0.28;0.05;0.0;0.21;0.21;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.1;0.01;2.64;0.0;2.07;3.69;0.06;2.22;0.0;1.35;0.23;0.18;0.05;0.0;0.25;0.07;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.02;0.03;2.63;0.0;2.12;3.77;0.12;2.28;0.0;1.54;0.13;0.09;0.06;0.0;0.43;0.04;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.03;2.66;0.01;2.15;3.8;0.1;2.3;0.0;1.61;0.03;0.0;0.04;0.01;0.81;0.13;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.08;0.03;2.75;0.01;2.15;4.0;0.09;2.22;0.0;1.72;0.04;0.05;0.09;0.05;0.81;0.17;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.18;0.0;2.74;0.01;2.12;3.95;0.02;2.16;0.0;1.73;0.1;0.12;0.1;0.1;0.59;0.17;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.27;0.09;2.63;0.0;2.16;3.9;0.03;2.13;0.0;1.72;0.23;0.17;0.13;0.13;0.22;0.07;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.26;0.16;2.62;0.0;2.18;3.7;0.05;2.19;0.0;1.71;0.28;0.14;0.09;0.17;0.15;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.16;0.17;2.56;0.0;2.23;3.82;0.05;2.24;0.0;1.65;0.27;0.08;0.1;0.19;0.28;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.07;0.09;2.57;0.0;2.22;3.85;0.01;2.3;0.0;1.69;0.18;0.05;0.06;0.26;0.48;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.02;2.5;0.0;2.22;3.88;0.06;2.32;0.0;1.69;0.12;0.04;0.08;0.26;0.69;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.53;0.0;2.24;3.79;0.09;2.36;0.0;1.73;0.06;0.05;0.09;0.27;0.87;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.59;0.0;2.31;3.71;0.14;2.41;0.0;1.77;0.02;0.03;0.19;0.15;1.08;0.04;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.63;0.0;2.36;3.81;0.09;2.45;0.0;1.79;0.0;0.02;0.37;0.08;1.29;0.18;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;2.7;0.0;2.4;3.79;0.06;2.49;0.0;1.79;0.0;0.0;0.55;0.0;1.49;0.27;0.03;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;2.65;0.0;2.4;3.88;0.02;2.49;0.03;1.78;0.0;0.0;0.71;0.0;1.68;0.38;0.03;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0
0.0;0.0;2.6;0.0;2.41;3.83;0.0;2.43;0.06;1.73;0.0;0.0;0.85;0.0;1.77;0.38;0.06;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0
0.0;0.0;2.57;0.0;2.39;3.9;0.0;2.36;0.1;1.73;0.0;0.0;0.86;0.0;1.84;0.5;0.03;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0
0.0;0.0;2.6;0.0;2.3;3.86;0.04;2.14;0.07;1.63;0.0;0.0;0.82;0.06;1.57;0.42;0.03;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0
0.0;0.0;2.7;0.0;2.22;3.85;0.04;1.87;0.04;1.64;0.0;0.14;0.56;0.19;0.95;0.27;0.01;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.7;0.0;2.18;3.67;0.04;1.61;0.0;1.55;0.04;0.42;0.37;0.39;0.33;0.07;0.01;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.02;0.0;2.79;0.0;2.18;3.66;0.0;1.5;0.0;1.48;0.04;0.72;0.15;0.47;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.02;0.0;2.75;0.0;2.04;3.69;0.0;1.57;0.0;1.38;0.04;0.68;0.04;0.34;0.24;0.24;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.02;0.0;2.84;0.0;1.97;3.99;0.05;1.66;0.0;1.44;0.0;0.47;0.01;0.14;0.58;0.77;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;2.84;0.0;1.93;4.12;0.1;1.77;0.0;1.56;0.0;0.21;0.08;0.0;1.04;1.26;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
0.0;0.0;2.91;0.0;2.05;4.13;0.16;1.89;0.0;1.71;0.0;0.19;0.18;0.0;1.26;1.48;0.06;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
0.0;0.0;2.86;0.0;2.1;4.09;0.16;1.99;0.0;1.77;0.01;0.14;0.36;0.0;1.3;1.16;0.1;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
0.0;0.0;2.81;0.0;2.12;4.02;0.11;2.06;0.0;1.79;0.05;0.13;0.44;0.0;1.25;0.76;0.1;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
0.0;0.0;2.72;0.0;2.1;3.98;0.11;2.11;0.0;1.65;0.09;0.05;0.39;0.05;1.14;0.43;0.03;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;2.72;0.0;2.06;3.91;0.14;2.11;0.0;1.59;0.16;0.08;0.31;0.13;1.06;0.34;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.0;0.0;2.66;0.0;2.02;3.88;0.17;2.04;0.0;1.49;0.16;0.12;0.29;0.23;0.76;0.29;0.01;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.66;0.0;2.04;3.84;0.1;1.97;0.0;1.46;0.19;0.16;0.35;0.23;0.52;0.15;0.01;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.03;0.0;2.67;0.0;2.07;3.79;0.02;1.85;0.0;1.31;0.24;0.11;0.36;0.18;0.21;0.03;0.01;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.03;0.0;2.75;0.0;2.12;3.87;0.0;1.86;0.0;1.24;0.29;0.09;0.3;0.12;0.15;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.03;0.0;2.75;0.0;2.09;3.98;0.0;1.84;0.0;1.16;0.29;0.11;0.17;0.07;0.05;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.66;0.0;2.0;3.89;0.0;1.86;0.0;1.16;0.16;0.18;0.05;0.05;0.1;0.14;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.04;0.0;2.65;0.0;1.86;3.87;0.0;1.82;0.0;1.04;0.06;0.26;0.0;0.01;0.06;0.36;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.08;0.0;2.7;0.0;1.72;3.79;0.0;1.78;0.0;0.94;0.0;0.43;0.0;0.06;0.05;0.69;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.17;0.0;2.73;0.05;1.61;3.84;0.0;1.8;0.0;0.8;0.0;0.63;0.0;0.17;0.0;0.95;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.19;0.0;2.69;0.05;1.45;3.83;0.0;1.88;0.0;0.67;0.0;0.82;0.0;0.27;0.0;1.28;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
0.19;0.0;2.59;0.05;1.23;3.8;0.0;1.97;0.0;0.45;0.0;0.89;0.0;0.33;0.0;1.76;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
0.12;0.0;2.55;0.0;0.96;3.76;0.0;2.0;0.0;0.3;0.0;0.95;0.0;0.25;0.0;2.28;0.12;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0
0.09;0.0;2.56;0.01;0.83;3.71;0.0;1.97;0.0;0.31;0.0;0.91;0.0;0.15;0.15;2.62;0.27;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0
0.09;0.0;2.62;0.01;0.85;3.64;0.0;1.88;0.0;0.42;0.0;0.87;0.0;0.05;0.39;2.64;0.34;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0
