AU01_r;AU02_r;AU04_r;AU05_r;AU06_r;AU07_r;AU09_r;AU10_r;AU12_r;AU14_r;AU15_r;AU17_r;AU20_r;AU23_r;AU25_r;AU26_r;AU45_r;AU01_c;AU02_c;AU04_c;AU05_c;AU06_c;AU07_c;AU09_c;AU10_c;AU12_c;AU14_c;AU15_c;AU17_c;AU20_c;AU23_c;AU25_c;AU26_c;AU28_c;AU45_c
0.0;0.0;0.46;0.29;0.0;0.0;0.0;0.0;0.04;1.49;0.6;1.14;0.61;1.48;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;0.0;0.51;0.24;0.0;0.27;0.0;0.0;0.15;1.39;0.52;1.05;0.64;1.38;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;0.0;0.54;0.29;0.0;0.44;0.0;0.0;0.2;1.46;0.43;0.99;0.65;1.31;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;0.0;0.49;0.34;0.0;0.49;0.0;0.0;0.25;1.53;0.3;0.9;0.57;1.25;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.01;0.08;0.49;0.48;0.0;0.47;0.0;0.0;0.23;1.6;0.21;0.84;0.59;1.2;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.01;0.08;0.42;0.48;0.0;0.37;0.0;0.0;0.27;1.51;0.1;0.79;0.6;1.15;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
0.01;0.08;0.42;0.43;0.0;0.4;0.0;0.0;0.23;1.49;0.02;0.7;0.69;1.08;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
0.0;0.02;0.39;0.25;0.0;0.33;0.0;0.0;0.19;1.47;0.0;0.62;0.69;0.86;0.0;0.05;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
0.01;0.1;0.44;0.13;0.0;0.25;0.0;0.0;0.09;1.25;0.0;0.49;0.7;0.58;0.1;0.17;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
0.08;0.19;0.48;0.03;0.0;0.09;0.0;0.0;0.02;1.07;0.02;0.46;0.66;0.31;0.14;0.28;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
0.14;0.25;0.51;0.06;0.0;0.07;0.0;0.0;0.0;0.79;0.11;0.39;0.51;0.15;0.27;0.38;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
0.22;0.33;0.53;0.07;0.0;0.09;0.0;0.0;0.0;0.72;0.24;0.41;0.34;0.06;0.42;0.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.29;0.42;0.59;0.33;0.0;0.07;0.0;0.0;0.0;0.52;0.3;0.43;0.19;0.02;0.47;0.68;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.37;0.42;0.67;0.51;0.0;0.08;0.0;0.0;0.0;0.52;0.31;0.37;0.25;0.0;0.44;0.72;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.38;0.29;0.75;0.49;0.0;0.14;0.0;0.01;0.0;0.56;0.34;0.21;0.23;0.0;0.26;0.61;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.36;0.2;0.66;0.28;0.0;0.31;0.0;0.01;0.04;0.73;0.41;0.11;0.26;0.09;0.16;0.36;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.35;0.16;0.57;0.15;0.0;0.51;0.0;0.01;0.12;0.97;0.53;0.25;0.14;0.33;0.07;0.18;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.36;0.16;0.44;0.16;0.0;0.65;0.0;0.0;0.19;1.12;0.5;0.45;0.09;0.58;0.0;0.05;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.31;0.08;0.48;0.1;0.0;0.73;0.0;0.0;0.26;1.11;0.44;0.54;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.24;0.04;0.51;0.08;0.0;0.74;0.0;0.0;0.24;0.85;0.23;0.33;0.0;0.55;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.14;0.0;0.57;0.08;0.0;0.81;0.0;0.0;0.22;0.52;0.09;0.13;0.0;0.36;0.03;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
