AU01_r;AU02_r;AU04_r;AU05_r;AU06_r;AU07_r;AU09_r;AU10_r;AU12_r;AU14_r;AU15_r;AU17_r;AU20_r;AU23_r;AU25_r;AU26_r;AU45_r;AU01_c;AU02_c;AU04_c;AU05_c;AU06_c;AU07_c;AU09_c;AU10_c;AU12_c;AU14_c;AU15_c;AU17_c;AU20_c;AU23_c;AU25_c;AU26_c;AU28_c;AU45_c
0.0;0.0;0.0;0.0;1.9;1.99;0.99;1.02;1.93;1.49;0.0;1.12;0.16;0.63;0.0;0.0;0.1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.11;0.0;1.8;2.1;0.84;1.23;1.9;1.6;0.0;1.11;0.12;0.7;0.0;0.0;0.1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;0.0;0.22;0.0;1.73;2.2;0.7;1.3;1.91;1.68;0.0;1.05;0.14;0.81;0.0;0.0;0.11;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.26;0.0;1.67;2.38;0.56;1.21;1.97;1.8;0.0;1.05;0.18;0.91;0.0;0.0;0.08;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.3;0.0;1.65;2.4;0.58;1.29;1.98;1.83;0.0;0.94;0.15;0.96;0.0;0.0;0.05;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.32;0.0;1.65;2.44;0.53;1.36;1.99;1.87;0.0;0.95;0.16;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.37;0.0;1.68;2.45;0.47;1.42;1.98;1.76;0.0;0.98;0.16;1.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;0.0;0.38;0.0;1.69;2.41;0.41;1.4;1.98;1.84;0.0;0.96;0.33;1.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;0.0;0.43;0.0;1.73;2.41;0.42;1.43;2.0;1.9;0.0;0.97;0.43;1.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;0.0;0.52;0.0;1.78;2.36;0.46;1.43;2.03;2.07;0.0;0.86;0.45;1.11;0.0;0.0;0.05;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;0.0;0.53;0.0;1.87;2.5;0.46;1.55;2.14;2.05;0.0;0.91;0.48;1.13;0.0;0.0;0.05;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;0.0;0.51;0.0;1.9;2.46;0.41;1.53;2.27;2.1;0.0;0.82;0.31;1.07;0.0;0.0;0.04;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;0.0;0.45;0.0;1.91;2.44;0.39;1.56;2.43;2.21;0.0;0.76;0.29;1.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;0.0;0.37;0.0;1.92;2.34;0.43;1.47;2.55;2.42;0.0;0.55;0.09;1.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;0.0;0.34;0.0;1.95;2.33;0.51;1.57;2.65;2.47;0.03;0.48;0.08;1.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;0.0;0.27;0.0;1.99;2.33;0.64;1.62;2.69;2.34;0.15;0.54;0.04;1.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;0.0;0.21;0.0;1.99;2.1;0.75;1.71;2.62;2.12;0.3;0.61;0.16;1.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;0.0;0.24;0.0;2.1;2.07;0.87;1.69;2.61;2.1;0.49;0.57;0.16;1.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.0;0.0;0.25;0.0;2.21;1.97;1.01;1.64;2.57;2.1;0.63;0.54;0.21;1.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
