AU01_r;AU02_r;AU04_r;AU05_r;AU06_r;AU07_r;AU09_r;AU10_r;AU12_r;AU14_r;AU15_r;AU17_r;AU20_r;AU23_r;AU25_r;AU26_r;AU45_r;AU01_c;AU02_c;AU04_c;AU05_c;AU06_c;AU07_c;AU09_c;AU10_c;AU12_c;AU14_c;AU15_c;AU17_c;AU20_c;AU23_c;AU25_c;AU26_c;AU28_c;AU45_c
0.1;0.23;0.79;0.0;0.43;0.96;0.0;0.82;0.42;0.74;0.0;0.41;0.0;0.19;0.6;0.45;0.15;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.13;0.2;0.68;0.0;0.39;1.17;0.0;0.79;0.41;0.9;0.0;0.41;0.0;0.24;0.54;0.48;0.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.1;0.25;0.69;0.0;0.34;1.31;0.0;0.75;0.39;0.97;0.0;0.42;0.0;0.3;0.49;0.5;0.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.06;0.27;0.7;0.0;0.33;1.25;0.0;0.79;0.39;0.92;0.0;0.39;0.0;0.31;0.51;0.44;0.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.05;0.31;0.78;0.0;0.32;1.19;0.0;0.76;0.38;0.92;0.0;0.43;0.0;0.3;0.42;0.44;0.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.13;0.24;0.74;0.0;0.37;1.05;0.02;0.79;0.4;0.9;0.0;0.42;0.0;0.24;0.4;0.41;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.16;0.22;0.76;0.0;0.34;1.02;0.02;0.78;0.4;0.93;0.0;0.54;0.0;0.25;0.4;0.52;0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.16;0.23;0.78;0.0;0.35;1.0;0.02;0.79;0.41;0.84;0.0;0.51;0.0;0.26;0.42;0.5;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.15;0.19;0.83;0.0;0.32;0.87;0.0;0.77;0.41;0.78;0.0;0.57;0.0;0.3;0.47;0.55;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.19;0.11;0.87;0.0;0.35;0.82;0.01;0.77;0.4;0.74;0.0;0.51;0.0;0.25;0.45;0.51;0.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.18;0.02;0.87;0.0;0.34;0.84;0.01;0.77;0.38;0.79;0.07;0.53;0.0;0.21;0.4;0.5;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.12;0.0;0.8;0.0;0.35;0.94;0.01;0.79;0.33;0.87;0.09;0.48;0.0;0.18;0.33;0.45;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.07;0.0;0.74;0.0;0.33;0.93;0.0;0.76;0.31;0.91;0.09;0.45;0.0;0.15;0.22;0.44;0.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.03;0.0;0.69;0.0;0.33;0.94;0.02;0.75;0.29;1.02;0.02;0.5;0.0;0.09;0.24;0.48;0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.03;0.0;0.74;0.0;0.32;1.0;0.02;0.75;0.3;1.01;0.0;0.55;0.0;0.03;0.19;0.47;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.05;0.0;0.76;0.0;0.33;0.98;0.03;0.82;0.32;0.94;0.01;0.55;0.0;0.0;0.25;0.43;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.09;0.05;0.78;0.0;0.29;0.87;0.01;0.87;0.31;0.82;0.01;0.52;0.0;0.0;0.33;0.36;0.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
