AU01_r;AU02_r;AU04_r;AU05_r;AU06_r;AU07_r;AU09_r;AU10_r;AU12_r;AU14_r;AU15_r;AU17_r;AU20_r;AU23_r;AU25_r;AU26_r;AU45_r;AU01_c;AU02_c;AU04_c;AU05_c;AU06_c;AU07_c;AU09_c;AU10_c;AU12_c;AU14_c;AU15_c;AU17_c;AU20_c;AU23_c;AU25_c;AU26_c;AU28_c;AU45_c
0.0;0.0;1.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38;0.0;0.0;0.0;0.49;0.99;0.18;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.25;0.0;1.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.44;0.0;0.0;0.0;0.55;0.97;0.06;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.44;0.0;1.07;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.44;0.0;0.0;0.0;0.57;0.84;0.05;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.56;0.0;1.08;0.0;0.0;0.11;0.0;0.0;0.0;0.0;0.32;0.0;0.0;0.0;0.5;0.71;0.15;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.61;0.0;1.11;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.42;0.58;0.23;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.64;0.0;1.1;0.0;0.0;0.43;0.0;0.0;0.0;0.0;0.22;0.0;0.0;0.0;0.29;0.54;0.28;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.71;0.12;1.06;0.04;0.0;0.58;0.0;0.0;0.0;0.0;0.14;0.0;0.0;0.0;0.16;0.34;0.42;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.79;0.14;1.02;0.04;0.0;0.78;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.06;0.16;0.52;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.88;0.2;1.0;0.08;0.0;0.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.52;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.98;0.23;1.08;0.11;0.0;0.94;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.0;0.0;0.55;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.05;0.27;1.14;0.11;0.0;0.84;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.04;0.07;0.59;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.2;0.4;1.21;0.06;0.0;0.85;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.27;0.23;0.65;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.17;0.38;1.12;0.0;0.0;0.92;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;0.71;0.5;0.66;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
1.18;0.57;1.1;0.0;0.0;0.93;0.0;0.0;0.0;0.0;0.06;0.0;0.0;0.0;1.14;0.79;0.58;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
1.13;0.85;1.08;0.0;0.0;0.87;0.0;0.0;0.0;0.0;0.19;0.0;0.0;0.0;1.51;1.13;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
1.15;1.15;1.11;0.0;0.0;0.69;0.0;0.01;0.0;0.0;0.2;0.0;0.05;0.05;1.71;1.48;0.22;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
1.16;1.22;1.08;0.0;0.0;0.67;0.0;0.02;0.0;0.0;0.17;0.0;0.15;0.1;1.82;1.68;0.09;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
1.1;1.13;1.01;0.06;0.0;0.57;0.0;0.01;0.0;0.0;0.15;0.0;0.15;0.14;1.87;1.77;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
1.03;1.11;1.0;0.07;0.0;0.42;0.0;0.0;0.0;0.0;0.11;0.0;0.11;0.09;1.7;1.81;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
0.93;1.14;1.07;0.09;0.0;0.18;0.0;0.0;0.0;0.0;0.14;0.0;0.0;0.03;1.61;1.94;0.04;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
0.78;0.99;1.22;0.02;0.0;0.04;0.0;0.0;0.0;0.0;0.06;0.0;0.0;0.0;1.51;2.05;0.14;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
