AU01_r;AU02_r;AU04_r;AU05_r;AU06_r;AU07_r;AU09_r;AU10_r;AU12_r;AU14_r;AU15_r;AU17_r;AU20_r;AU23_r;AU25_r;AU26_r;AU45_r;AU01_c;AU02_c;AU04_c;AU05_c;AU06_c;AU07_c;AU09_c;AU10_c;AU12_c;AU14_c;AU15_c;AU17_c;AU20_c;AU23_c;AU25_c;AU26_c;AU28_c;AU45_c
0.0;0.0;0.33;0.0;0.92;1.54;0.19;0.88;1.44;1.64;0.0;0.39;0.25;0.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.33;0.0;0.99;1.64;0.15;0.85;1.54;1.69;0.0;0.32;0.27;0.31;0.0;0.0;0.01;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.28;0.0;1.0;1.78;0.12;0.82;1.58;1.7;0.0;0.24;0.2;0.3;0.0;0.0;0.14;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.21;0.0;1.03;1.83;0.15;0.84;1.58;1.66;0.0;0.2;0.09;0.27;0.0;0.0;0.25;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.26;0.0;1.05;1.97;0.16;0.91;1.56;1.67;0.0;0.1;0.07;0.26;0.0;0.0;0.25;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.29;0.0;1.1;2.16;0.21;1.09;1.62;1.65;0.0;0.05;0.06;0.24;0.0;0.0;0.13;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.35;0.0;1.17;2.36;0.3;1.12;1.65;1.7;0.0;0.01;0.08;0.25;0.0;0.0;0.09;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.23;0.0;1.18;2.39;0.32;1.08;1.67;1.68;0.0;0.0;0.03;0.25;0.0;0.0;0.19;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.21;0.0;1.21;2.11;0.29;0.92;1.72;1.73;0.0;0.0;0.03;0.31;0.0;0.0;0.25;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.15;0.0;1.24;1.98;0.21;0.84;1.83;1.75;0.0;0.0;0.0;0.37;0.0;0.0;0.29;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.28;0.0;1.34;2.0;0.21;0.85;1.96;1.83;0.0;0.05;0.0;0.46;0.0;0.0;0.3;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.36;0.0;1.41;2.24;0.22;0.89;2.04;1.8;0.0;0.1;0.0;0.57;0.0;0.0;0.37;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.42;0.0;1.47;2.29;0.27;0.98;2.09;1.78;0.0;0.1;0.0;0.62;0.0;0.0;0.39;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.39;0.0;1.46;2.32;0.24;1.09;2.12;1.75;0.0;0.06;0.0;0.61;0.0;0.0;0.45;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.33;0.0;1.44;2.36;0.22;1.19;2.13;1.77;0.02;0.08;0.0;0.54;0.0;0.0;0.3;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.24;0.0;1.36;2.35;0.11;1.32;2.05;1.74;0.05;0.13;0.06;0.45;0.0;0.0;0.2;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.19;0.0;1.29;2.28;0.06;1.33;1.95;1.72;0.05;0.22;0.18;0.33;0.0;0.0;0.03;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.15;0.0;1.18;2.07;0.01;1.33;1.79;1.69;0.06;0.24;0.21;0.17;0.0;0.0;0.03;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.2;0.0;1.07;1.89;0.0;1.31;1.68;1.65;0.14;0.27;0.15;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
