AU01_r;AU02_r;AU04_r;AU05_r;AU06_r;AU07_r;AU09_r;AU10_r;AU12_r;AU14_r;AU15_r;AU17_r;AU20_r;AU23_r;AU25_r;AU26_r;AU45_r;AU01_c;AU02_c;AU04_c;AU05_c;AU06_c;AU07_c;AU09_c;AU10_c;AU12_c;AU14_c;AU15_c;AU17_c;AU20_c;AU23_c;AU25_c;AU26_c;AU28_c;AU45_c
0.0;0.0;2.41;0.0;1.14;2.84;0.0;1.83;0.67;1.22;0.0;0.27;0.01;0.1;0.09;0.3;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.44;0.0;1.07;2.76;0.0;1.79;0.63;1.15;0.0;0.23;0.0;0.08;0.1;0.39;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.47;0.0;1.05;2.72;0.0;1.86;0.66;1.13;0.0;0.14;0.0;0.06;0.2;0.4;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.47;0.0;1.07;2.76;0.0;1.9;0.73;1.18;0.0;0.08;0.0;0.03;0.32;0.39;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.52;0.0;1.07;2.72;0.0;2.02;0.77;1.16;0.0;0.04;0.0;0.01;0.43;0.4;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.52;0.0;1.1;2.67;0.0;2.07;0.79;1.12;0.0;0.04;0.0;0.01;0.41;0.37;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.55;0.0;1.09;2.67;0.0;2.18;0.78;1.07;0.0;0.02;0.0;0.01;0.4;0.33;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.54;0.0;1.12;2.77;0.0;2.23;0.8;1.03;0.0;0.0;0.0;0.01;0.39;0.31;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.62;0.0;1.13;2.81;0.0;2.27;0.82;1.07;0.0;0.03;0.0;0.04;0.43;0.31;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.69;0.0;1.17;2.88;0.0;2.32;0.84;1.15;0.0;0.03;0.0;0.04;0.42;0.38;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.81;0.0;1.22;2.87;0.0;2.38;0.86;1.23;0.0;0.09;0.0;0.07;0.46;0.32;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.96;0.0;1.29;3.03;0.0;2.49;0.87;1.21;0.0;0.17;0.0;0.05;0.43;0.29;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.06;2.99;0.0;1.33;3.15;0.0;2.52;0.9;1.24;0.0;0.26;0.0;0.04;0.38;0.2;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.06;3.13;0.0;1.43;3.42;0.0;2.61;0.93;1.32;0.0;0.28;0.0;0.06;0.31;0.2;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.06;3.18;0.0;1.53;3.42;0.0;2.64;1.0;1.43;0.0;0.2;0.0;0.09;0.27;0.15;0.01;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.03;0.11;3.32;0.06;1.68;3.42;0.0;2.68;1.1;1.41;0.0;0.11;0.0;0.18;0.32;0.08;0.04;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.03;0.11;3.4;0.15;1.79;3.37;0.0;2.74;1.2;1.39;0.0;0.03;0.0;0.27;0.3;0.0;0.05;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.08;0.14;3.49;0.25;1.88;3.56;0.0;2.82;1.28;1.37;0.0;0.0;0.0;0.39;0.23;0.0;0.09;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.12;0.03;3.51;0.41;1.96;3.72;0.0;2.94;1.39;1.33;0.0;0.0;0.0;0.41;0.17;0.0;0.07;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.17;0.03;3.49;0.45;2.01;3.97;0.0;3.0;1.46;1.25;0.0;0.0;0.0;0.41;0.2;0.0;0.06;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.22;0.03;3.5;0.54;2.05;4.16;0.0;3.08;1.51;1.16;0.0;0.0;0.0;0.34;0.3;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.21;0.05;3.47;0.48;2.05;4.17;0.05;3.15;1.47;1.27;0.0;0.0;0.0;0.33;0.29;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.29;0.13;3.55;0.44;2.06;4.09;0.08;3.17;1.44;1.36;0.0;0.0;0.0;0.26;0.27;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.28;0.16;3.5;0.44;2.01;3.98;0.13;3.17;1.36;1.49;0.0;0.0;0.0;0.23;0.31;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.3;0.14;3.58;0.33;1.98;4.05;0.19;3.08;1.3;1.47;0.0;0.0;0.0;0.19;0.35;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.22;0.06;3.54;0.4;1.94;4.24;0.3;2.97;1.2;1.42;0.03;0.0;0.0;0.18;0.38;0.01;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.22;0.03;3.65;0.29;1.92;4.53;0.38;2.96;1.15;1.41;0.03;0.0;0.0;0.11;0.39;0.05;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.14;0.03;3.66;0.41;1.89;4.73;0.38;3.06;1.1;1.38;0.03;0.0;0.0;0.06;0.53;0.05;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
0.1;0.03;3.65;0.37;1.87;4.77;0.37;3.21;1.11;1.41;0.0;0.0;0.0;0.0;0.68;0.12;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
0.04;0.0;3.59;0.37;1.9;4.63;0.35;3.3;1.11;1.35;0.0;0.0;0.0;0.0;0.77;0.25;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
