AU01_r;AU02_r;AU04_r;AU05_r;AU06_r;AU07_r;AU09_r;AU10_r;AU12_r;AU14_r;AU15_r;AU17_r;AU20_r;AU23_r;AU25_r;AU26_r;AU45_r;AU01_c;AU02_c;AU04_c;AU05_c;AU06_c;AU07_c;AU09_c;AU10_c;AU12_c;AU14_c;AU15_c;AU17_c;AU20_c;AU23_c;AU25_c;AU26_c;AU28_c;AU45_c
0.05;0.0;0.85;0.0;0.56;1.41;0.0;1.18;0.57;0.88;0.0;0.0;0.16;0.32;0.11;0.0;0.09;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.04;0.03;0.92;0.0;0.54;1.43;0.0;1.3;0.58;0.75;0.0;0.0;0.07;0.33;0.07;0.02;0.1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.08;0.11;0.98;0.0;0.56;1.43;0.0;1.39;0.61;0.64;0.0;0.05;0.02;0.37;0.06;0.02;0.19;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.17;0.13;0.99;0.0;0.59;1.41;0.0;1.42;0.64;0.65;0.0;0.08;0.03;0.39;0.09;0.0;0.19;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.19;0.12;0.92;0.0;0.6;1.24;0.0;1.45;0.67;0.69;0.0;0.09;0.06;0.47;0.08;0.0;0.12;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.26;0.16;0.86;0.0;0.58;1.1;0.0;1.38;0.66;0.82;0.0;0.1;0.06;0.53;0.06;0.0;0.04;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.26;0.17;0.81;0.0;0.58;1.05;0.0;1.3;0.69;0.92;0.0;0.18;0.02;0.63;0.0;0.0;0.04;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.3;0.14;0.85;0.0;0.58;1.34;0.0;1.28;0.71;0.99;0.0;0.16;0.01;0.69;0.0;0.0;0.06;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.28;0.03;0.86;0.02;0.62;1.59;0.0;1.39;0.76;1.0;0.0;0.11;0.01;0.7;0.0;0.0;0.04;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.29;0.01;0.91;0.02;0.68;1.78;0.0;1.53;0.84;0.9;0.0;0.01;0.02;0.69;0.0;0.0;0.08;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
