AU01_r;AU02_r;AU04_r;AU05_r;AU06_r;AU07_r;AU09_r;AU10_r;AU12_r;AU14_r;AU15_r;AU17_r;AU20_r;AU23_r;AU25_r;AU26_r;AU45_r;AU01_c;AU02_c;AU04_c;AU05_c;AU06_c;AU07_c;AU09_c;AU10_c;AU12_c;AU14_c;AU15_c;AU17_c;AU20_c;AU23_c;AU25_c;AU26_c;AU28_c;AU45_c
0.0;0.0;0.93;0.0;0.27;2.18;0.0;0.19;0.09;0.96;0.0;0.35;0.0;0.15;0.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.95;0.0;0.26;2.31;0.0;0.14;0.12;0.91;0.04;0.36;0.0;0.14;0.09;0.02;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.0;0.0;0.28;2.4;0.0;0.16;0.14;0.9;0.08;0.35;0.05;0.1;0.11;0.02;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.97;0.0;0.33;2.33;0.0;0.19;0.2;0.95;0.08;0.37;0.05;0.11;0.13;0.02;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.02;0.0;0.34;2.31;0.0;0.18;0.23;0.96;0.07;0.36;0.05;0.1;0.1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.04;0.0;0.34;2.19;0.0;0.13;0.26;0.97;0.05;0.38;0.0;0.12;0.05;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.1;0.0;0.33;2.25;0.0;0.19;0.25;1.06;0.09;0.36;0.0;0.1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.03;0.0;1.11;0.0;0.35;2.22;0.0;0.16;0.24;1.07;0.09;0.27;0.0;0.06;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.03;0.0;1.08;0.0;0.34;2.33;0.0;0.13;0.21;0.97;0.06;0.22;0.0;0.03;0.04;0.0;0.04;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.03;0.0;1.09;0.0;0.32;2.47;0.0;0.04;0.17;0.74;0.03;0.21;0.0;0.03;0.09;0.0;0.08;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
