AU01_r;AU02_r;AU04_r;AU05_r;AU06_r;AU07_r;AU09_r;AU10_r;AU12_r;AU14_r;AU15_r;AU17_r;AU20_r;AU23_r;AU25_r;AU26_r;AU45_r;AU01_c;AU02_c;AU04_c;AU05_c;AU06_c;AU07_c;AU09_c;AU10_c;AU12_c;AU14_c;AU15_c;AU17_c;AU20_c;AU23_c;AU25_c;AU26_c;AU28_c;AU45_c
0.21;0.0;0.89;0.15;0.85;2.35;0.0;2.8;1.06;1.17;0.0;0.0;0.19;0.0;0.65;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.24;0.0;0.9;0.07;0.76;2.25;0.08;2.74;0.99;1.17;0.0;0.0;0.07;0.0;0.71;0.02;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.26;0.0;0.93;0.02;0.73;2.09;0.13;2.72;0.97;1.17;0.0;0.02;0.0;0.0;0.73;0.04;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.23;0.0;0.93;0.0;0.71;1.89;0.09;2.73;0.97;1.17;0.0;0.03;0.0;0.0;0.69;0.04;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.2;0.0;0.89;0.02;0.68;1.88;0.06;2.65;0.95;1.25;0.0;0.04;0.0;0.0;0.69;0.07;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.12;0.0;0.83;0.02;0.65;1.91;0.01;2.6;0.93;1.28;0.0;0.08;0.0;0.0;0.65;0.05;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.09;0.0;0.87;0.02;0.67;2.0;0.02;2.61;0.94;1.33;0.0;0.07;0.0;0.0;0.57;0.07;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.03;0.0;0.9;0.05;0.7;1.97;0.04;2.62;0.95;1.19;0.0;0.06;0.0;0.0;0.56;0.02;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.03;0.0;0.92;0.05;0.72;1.92;0.04;2.67;0.97;1.21;0.0;0.0;0.0;0.0;0.51;0.04;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.01;0.0;0.9;0.05;0.74;1.92;0.06;2.7;0.95;1.14;0.01;0.0;0.0;0.0;0.58;0.05;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
