AU01_r;AU02_r;AU04_r;AU05_r;AU06_r;AU07_r;AU09_r;AU10_r;AU12_r;AU14_r;AU15_r;AU17_r;AU20_r;AU23_r;AU25_r;AU26_r;AU45_r;AU01_c;AU02_c;AU04_c;AU05_c;AU06_c;AU07_c;AU09_c;AU10_c;AU12_c;AU14_c;AU15_c;AU17_c;AU20_c;AU23_c;AU25_c;AU26_c;AU28_c;AU45_c
0.0;0.0;0.05;0.0;0.0;0.0;0.11;0.0;0.0;0.0;0.0;0.4;0.32;0.98;0.0;0.0;0.04;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.02;0.0;0.0;0.0;0.07;0.0;0.02;0.0;0.0;0.41;0.24;0.95;0.0;0.0;0.06;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.06;0.0;0.02;0.0;0.0;0.36;0.24;0.92;0.0;0.0;0.12;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;0.0;0.0;0.35;0.19;0.93;0.0;0.0;0.12;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.0;0.0;0.02;0.0;0.0;0.0;0.06;0.0;0.0;0.0;0.0;0.36;0.12;0.94;0.0;0.0;0.14;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.0;0.03;0.0;0.0;0.0;0.08;0.0;0.0;0.0;0.0;0.44;0.07;0.98;0.0;0.0;0.1;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.0;0.03;0.0;0.0;0.0;0.07;0.0;0.02;0.0;0.0;0.5;0.15;0.98;0.0;0.0;0.1;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.0;0.01;0.0;0.0;0.0;0.08;0.0;0.02;0.0;0.0;0.53;0.24;0.98;0.0;0.0;0.1;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.0;0.03;0.0;0.0;0.53;0.29;0.93;0.0;0.0;0.07;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.0;0.02;0.0;0.0;0.5;0.26;0.9;0.0;0.0;0.07;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.03;0.0;0.03;0.0;0.0;0.44;0.17;0.85;0.0;0.0;0.01;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.08;0.0;0.02;0.0;0.0;0.43;0.16;0.79;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.14;0.0;0.01;0.0;0.0;0.34;0.2;0.68;0.0;0.0;0.12;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.06;0.14;0.0;0.06;0.0;0.0;0.25;0.2;0.49;0.0;0.0;0.2;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.06;0.1;0.03;0.12;0.0;0.0;0.1;0.11;0.27;0.47;0.56;0.42;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.06;0.03;0.08;0.19;0.0;0.04;0.04;0.07;0.08;1.11;1.36;0.51;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0
0.0;0.0;0.0;0.06;0.0;0.0;0.0;0.08;0.15;0.0;0.09;0.03;0.07;0.0;1.62;2.19;0.64;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0
0.0;0.0;0.0;0.06;0.0;0.0;0.0;0.05;0.11;0.0;0.09;0.08;0.07;0.0;1.69;2.56;0.61;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0
0.0;0.0;0.0;0.11;0.0;0.0;0.0;0.0;0.04;0.0;0.1;0.12;0.0;0.0;1.49;2.63;0.61;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0
0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.03;0.0;0.09;0.09;0.0;0.0;1.5;2.69;0.67;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0
0.0;0.0;0.0;0.24;0.0;0.0;0.0;0.0;0.02;0.0;0.09;0.04;0.0;0.0;1.6;2.78;0.67;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0
0.0;0.0;0.0;0.19;0.0;0.0;0.0;0.0;0.08;0.0;0.04;0.0;0.0;0.0;1.77;2.72;0.61;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0
